UZA,Modes,Month,Trips
"San Francisco-Oakland, CA",LR,2/1/2019 0:00,3810155
"San Francisco-Oakland, CA",LR,3/1/2019 0:00,4199488
"San Francisco-Oakland, CA",LR,4/1/2019 0:00,4213007
"San Francisco-Oakland, CA",LR,5/1/2019 0:00,4274103
"San Francisco-Oakland, CA",LR,6/1/2019 0:00,4035370
"San Francisco-Oakland, CA",LR,7/1/2019 0:00,4396330
"San Francisco-Oakland, CA",LR,8/1/2019 0:00,4584035
"San Francisco-Oakland, CA",LR,9/1/2019 0:00,4462275
"San Francisco-Oakland, CA",LR,10/1/2019 0:00,4474583
"San Francisco-Oakland, CA",LR,11/1/2019 0:00,4469756
"San Francisco-Oakland, CA",LR,12/1/2019 0:00,3829360
"San Francisco-Oakland, CA",LR,1/1/2020 0:00,3956350
"San Francisco-Oakland, CA",LR,2/1/2020 0:00,3901280
"San Francisco-Oakland, CA",LR,3/1/2020 0:00,2535832
"San Francisco-Oakland, CA",LR,4/1/2020 0:00,0
"San Francisco-Oakland, CA",LR,5/1/2020 0:00,0
"San Francisco-Oakland, CA",LR,6/1/2020 0:00,0
"San Francisco-Oakland, CA",LR,7/1/2020 0:00,0
"San Francisco-Oakland, CA",LR,8/1/2020 0:00,0
"San Francisco-Oakland, CA",LR,9/1/2020 0:00,0
"San Francisco-Oakland, CA",MB,1/1/2019 0:00,14931861
"San Francisco-Oakland, CA",MB,2/1/2019 0:00,13698469
"San Francisco-Oakland, CA",MB,3/1/2019 0:00,15250989
"San Francisco-Oakland, CA",MB,4/1/2019 0:00,15306345
"San Francisco-Oakland, CA",MB,5/1/2019 0:00,15524827
"San Francisco-Oakland, CA",MB,6/1/2019 0:00,14174131
"San Francisco-Oakland, CA",MB,7/1/2019 0:00,14156175
"San Francisco-Oakland, CA",MB,8/1/2019 0:00,15384650
"San Francisco-Oakland, CA",MB,9/1/2019 0:00,14552071
"San Francisco-Oakland, CA",MB,10/1/2019 0:00,15668524
"San Francisco-Oakland, CA",MB,11/1/2019 0:00,14688213
"San Francisco-Oakland, CA",MB,12/1/2019 0:00,13569583
"San Francisco-Oakland, CA",MB,1/1/2020 0:00,14366233
"San Francisco-Oakland, CA",MB,2/1/2020 0:00,14304302
"San Francisco-Oakland, CA",MB,3/1/2020 0:00,9539705
"San Francisco-Oakland, CA",MB,4/1/2020 0:00,3755446
"San Francisco-Oakland, CA",MB,5/1/2020 0:00,4583432
"San Francisco-Oakland, CA",MB,6/1/2020 0:00,5287268
"San Francisco-Oakland, CA",MB,7/1/2020 0:00,5220740
"San Francisco-Oakland, CA",MB,8/1/2020 0:00,5825324
"San Francisco-Oakland, CA",MB,9/1/2020 0:00,6108650
"San Francisco-Oakland, CA",MG,1/1/2019 0:00,61342
"San Francisco-Oakland, CA",MG,2/1/2019 0:00,57882
"San Francisco-Oakland, CA",MG,3/1/2019 0:00,69252
"San Francisco-Oakland, CA",MG,4/1/2019 0:00,72733
"San Francisco-Oakland, CA",MG,5/1/2019 0:00,77753
"San Francisco-Oakland, CA",MG,6/1/2019 0:00,69173
"San Francisco-Oakland, CA",MG,7/1/2019 0:00,70160
"San Francisco-Oakland, CA",MG,8/1/2019 0:00,74108
"San Francisco-Oakland, CA",MG,9/1/2019 0:00,79593
"San Francisco-Oakland, CA",MG,10/1/2019 0:00,74912
"San Francisco-Oakland, CA",MG,11/1/2019 0:00,68909
"San Francisco-Oakland, CA",MG,12/1/2019 0:00,70654
"San Francisco-Oakland, CA",MG,1/1/2020 0:00,54231
"San Francisco-Oakland, CA",MG,2/1/2020 0:00,50484
"San Francisco-Oakland, CA",MG,3/1/2020 0:00,20526
"San Francisco-Oakland, CA",MG,4/1/2020 0:00,1769
"San Francisco-Oakland, CA",MG,5/1/2020 0:00,2761
"San Francisco-Oakland, CA",MG,6/1/2020 0:00,5016
"San Francisco-Oakland, CA",MG,7/1/2020 0:00,6567
"San Francisco-Oakland, CA",MG,8/1/2020 0:00,6791
"San Francisco-Oakland, CA",MG,9/1/2020 0:00,6798
"San Francisco-Oakland, CA",SR,1/1/2019 0:00,625193
"San Francisco-Oakland, CA",SR,2/1/2019 0:00,564387
"San Francisco-Oakland, CA",SR,3/1/2019 0:00,625193
"San Francisco-Oakland, CA",SR,4/1/2019 0:00,613186
"San Francisco-Oakland, CA",SR,5/1/2019 0:00,630518
"San Francisco-Oakland, CA",SR,6/1/2019 0:00,603458
"San Francisco-Oakland, CA",SR,7/1/2019 0:00,796790
"San Francisco-Oakland, CA",SR,8/1/2019 0:00,743645
"San Francisco-Oakland, CA",SR,9/1/2019 0:00,785581
"San Francisco-Oakland, CA",SR,10/1/2019 0:00,798532
"San Francisco-Oakland, CA",SR,11/1/2019 0:00,796468
"San Francisco-Oakland, CA",SR,12/1/2019 0:00,540090
"San Francisco-Oakland, CA",SR,1/1/2020 0:00,468280
"San Francisco-Oakland, CA",SR,2/1/2020 0:00,515350
"San Francisco-Oakland, CA",SR,3/1/2020 0:00,334978
"San Francisco-Oakland, CA",SR,4/1/2020 0:00,0
"San Francisco-Oakland, CA",SR,5/1/2020 0:00,0
"San Francisco-Oakland, CA",SR,6/1/2020 0:00,0
"San Francisco-Oakland, CA",SR,7/1/2020 0:00,0
"San Francisco-Oakland, CA",SR,8/1/2020 0:00,0
"San Francisco-Oakland, CA",SR,9/1/2020 0:00,0
"San Francisco-Oakland, CA",TB,1/1/2019 0:00,4166984
"San Francisco-Oakland, CA",TB,2/1/2019 0:00,3774800
"San Francisco-Oakland, CA",TB,3/1/2019 0:00,4166984
"San Francisco-Oakland, CA",TB,4/1/2019 0:00,4114805
"San Francisco-Oakland, CA",TB,5/1/2019 0:00,4206521
"San Francisco-Oakland, CA",TB,6/1/2019 0:00,4016751
"San Francisco-Oakland, CA",TB,7/1/2019 0:00,4480510
"San Francisco-Oakland, CA",TB,8/1/2019 0:00,4760613
"San Francisco-Oakland, CA",TB,9/1/2019 0:00,4354092
"San Francisco-Oakland, CA",TB,10/1/2019 0:00,4355293
"San Francisco-Oakland, CA",TB,11/1/2019 0:00,4353609
"San Francisco-Oakland, CA",TB,12/1/2019 0:00,4303280
"San Francisco-Oakland, CA",TB,1/1/2020 0:00,4596800
"San Francisco-Oakland, CA",TB,2/1/2020 0:00,4443500
"San Francisco-Oakland, CA",TB,3/1/2020 0:00,2791890
"San Francisco-Oakland, CA",TB,4/1/2020 0:00,520719
"San Francisco-Oakland, CA",TB,5/1/2020 0:00,500593
"San Francisco-Oakland, CA",TB,6/1/2020 0:00,617428
"San Francisco-Oakland, CA",TB,7/1/2020 0:00,683815
"San Francisco-Oakland, CA",TB,8/1/2020 0:00,904404
"San Francisco-Oakland, CA",TB,9/1/2020 0:00,1386025
"San Francisco-Oakland, CA",VP,1/1/2019 0:00,25305
"San Francisco-Oakland, CA",VP,2/1/2019 0:00,30080
"San Francisco-Oakland, CA",VP,3/1/2019 0:00,33850
"San Francisco-Oakland, CA",VP,4/1/2019 0:00,40304
"San Francisco-Oakland, CA",VP,5/1/2019 0:00,42860
"San Francisco-Oakland, CA",VP,6/1/2019 0:00,41048
"San Francisco-Oakland, CA",VP,7/1/2019 0:00,44024
"San Francisco-Oakland, CA",VP,8/1/2019 0:00,45756
"San Francisco-Oakland, CA",VP,9/1/2019 0:00,43843
"San Francisco-Oakland, CA",VP,10/1/2019 0:00,49120
"San Francisco-Oakland, CA",VP,11/1/2019 0:00,39791
"San Francisco-Oakland, CA",VP,12/1/2019 0:00,40698
"San Francisco-Oakland, CA",VP,1/1/2020 0:00,48846
"San Francisco-Oakland, CA",VP,2/1/2020 0:00,45477
"San Francisco-Oakland, CA",VP,3/1/2020 0:00,30363
"San Francisco-Oakland, CA",VP,4/1/2020 0:00,9959
"San Francisco-Oakland, CA",VP,5/1/2020 0:00,10511
"San Francisco-Oakland, CA",VP,6/1/2020 0:00,11098
"San Francisco-Oakland, CA",VP,7/1/2020 0:00,14707
"San Francisco-Oakland, CA",VP,8/1/2020 0:00,17070
"San Francisco-Oakland, CA",VP,9/1/2020 0:00,16157
"San Francisco-Oakland, CA",YR,1/1/2019 0:00,181625
"San Francisco-Oakland, CA",YR,2/1/2019 0:00,169023
"San Francisco-Oakland, CA",YR,3/1/2019 0:00,188444
"San Francisco-Oakland, CA",YR,4/1/2019 0:00,196695
"San Francisco-Oakland, CA",YR,5/1/2019 0:00,196636
"San Francisco-Oakland, CA",YR,6/1/2019 0:00,184079
"San Francisco-Oakland, CA",YR,7/1/2019 0:00,194068
"San Francisco-Oakland, CA",YR,8/1/2019 0:00,201984
"San Francisco-Oakland, CA",YR,9/1/2019 0:00,199873
"San Francisco-Oakland, CA",YR,10/1/2019 0:00,217533
"San Francisco-Oakland, CA",YR,11/1/2019 0:00,184030
"San Francisco-Oakland, CA",YR,12/1/2019 0:00,178125
"San Francisco-Oakland, CA",YR,1/1/2020 0:00,184274
"San Francisco-Oakland, CA",YR,2/1/2020 0:00,176239
"San Francisco-Oakland, CA",YR,3/1/2020 0:00,102474
"San Francisco-Oakland, CA",YR,4/1/2020 0:00,26352
"San Francisco-Oakland, CA",YR,5/1/2020 0:00,30318
"San Francisco-Oakland, CA",YR,6/1/2020 0:00,39700
"San Francisco-Oakland, CA",YR,7/1/2020 0:00,42994
"San Francisco-Oakland, CA",YR,8/1/2020 0:00,43746
"San Francisco-Oakland, CA",YR,9/1/2020 0:00,46609
"San Jose, CA",DR,1/1/2019 0:00,42594
"San Jose, CA",DR,2/1/2019 0:00,40002
"San Jose, CA",DR,3/1/2019 0:00,44544
"San Jose, CA",DR,4/1/2019 0:00,44938
"San Jose, CA",DR,5/1/2019 0:00,46808
"San Jose, CA",DR,6/1/2019 0:00,43132
"San Jose, CA",DR,7/1/2019 0:00,45703
"San Jose, CA",DR,8/1/2019 0:00,47078
"San Jose, CA",DR,9/1/2019 0:00,45075
"San Jose, CA",DR,10/1/2019 0:00,50422
"San Jose, CA",DR,11/1/2019 0:00,43473
"San Jose, CA",DR,12/1/2019 0:00,42015
"San Jose, CA",DR,1/1/2020 0:00,45617
"San Jose, CA",DR,2/1/2020 0:00,43213
"San Jose, CA",DR,3/1/2020 0:00,23136
"San Jose, CA",DR,4/1/2020 0:00,8179
"San Jose, CA",DR,5/1/2020 0:00,9583
"San Jose, CA",DR,6/1/2020 0:00,12898
"San Jose, CA",DR,7/1/2020 0:00,14980
"San Jose, CA",DR,8/1/2020 0:00,12752
"San Jose, CA",DR,9/1/2020 0:00,13701
"San Jose, CA",LR,1/1/2019 0:00,672806
"San Jose, CA",LR,2/1/2019 0:00,614387
"San Jose, CA",LR,3/1/2019 0:00,698931
"San Jose, CA",LR,4/1/2019 0:00,695391
"San Jose, CA",LR,5/1/2019 0:00,711919
"San Jose, CA",LR,6/1/2019 0:00,671750
"San Jose, CA",LR,7/1/2019 0:00,701083
"San Jose, CA",LR,8/1/2019 0:00,745154
"San Jose, CA",LR,9/1/2019 0:00,708200
"San Jose, CA",LR,10/1/2019 0:00,769808
"San Jose, CA",LR,11/1/2019 0:00,697173
"San Jose, CA",LR,12/1/2019 0:00,664169
"San Jose, CA",LR,1/1/2020 0:00,688247
"San Jose, CA",LR,2/1/2020 0:00,626432
"San Jose, CA",LR,3/1/2020 0:00,389707
"San Jose, CA",LR,4/1/2020 0:00,59005
"San Jose, CA",LR,5/1/2020 0:00,83102
"San Jose, CA",LR,6/1/2020 0:00,149498
"San Jose, CA",LR,7/1/2020 0:00,182728
"San Jose, CA",LR,8/1/2020 0:00,192005
"San Jose, CA",LR,9/1/2020 0:00,199332
"San Jose, CA",MB,1/1/2019 0:00,2225233
"San Jose, CA",MB,2/1/2019 0:00,2025331
"San Jose, CA",MB,3/1/2019 0:00,2336390
"San Jose, CA",MB,4/1/2019 0:00,2305853
"San Jose, CA",MB,5/1/2019 0:00,2389371
"San Jose, CA",MB,6/1/2019 0:00,2135652
"San Jose, CA",MB,7/1/2019 0:00,2161815
"San Jose, CA",MB,8/1/2019 0:00,2333206
"San Jose, CA",MB,9/1/2019 0:00,2406500
"San Jose, CA",MB,10/1/2019 0:00,2631052
"San Jose, CA",MB,11/1/2019 0:00,2271381
"San Jose, CA",MB,12/1/2019 0:00,2145691
"San Jose, CA",MB,1/1/2020 0:00,2194886
"San Jose, CA",MB,2/1/2020 0:00,2189792
"San Jose, CA",MB,3/1/2020 0:00,1534450
"San Jose, CA",MB,4/1/2020 0:00,702465
"San Jose, CA",MB,5/1/2020 0:00,700306
"San Jose, CA",MB,6/1/2020 0:00,738091
"San Jose, CA",MB,7/1/2020 0:00,757134
"San Jose, CA",MB,8/1/2020 0:00,717213
"San Jose, CA",MB,9/1/2020 0:00,725577
"San Juan, PR",DR,1/1/2019 0:00,7511
"San Juan, PR",DR,2/1/2019 0:00,7903
"San Juan, PR",DR,3/1/2019 0:00,8275
"San Juan, PR",DR,4/1/2019 0:00,7802
"San Juan, PR",DR,5/1/2019 0:00,8142
"San Juan, PR",DR,6/1/2019 0:00,7529
"San Juan, PR",DR,7/1/2019 0:00,7043
"San Juan, PR",DR,8/1/2019 0:00,8049
"San Juan, PR",DR,9/1/2019 0:00,7581
"San Juan, PR",DR,10/1/2019 0:00,8750
"San Juan, PR",DR,11/1/2019 0:00,7389
"San Juan, PR",DR,12/1/2019 0:00,6837
"San Juan, PR",DR,1/1/2020 0:00,6058
"San Juan, PR",DR,2/1/2020 0:00,5065
"San Juan, PR",DR,3/1/2020 0:00,3745
"San Juan, PR",DR,4/1/2020 0:00,764
"San Juan, PR",DR,5/1/2020 0:00,1022
"San Juan, PR",DR,6/1/2020 0:00,1131
"San Juan, PR",DR,7/1/2020 0:00,1234
"San Juan, PR",DR,8/1/2020 0:00,1249
"San Juan, PR",DR,9/1/2020 0:00,1311
"San Juan, PR",FB,1/1/2019 0:00,156723
"San Juan, PR",FB,2/1/2019 0:00,130825
"San Juan, PR",FB,3/1/2019 0:00,166689
"San Juan, PR",FB,4/1/2019 0:00,160792
"San Juan, PR",FB,5/1/2019 0:00,145840
"San Juan, PR",FB,6/1/2019 0:00,184951
"San Juan, PR",HR,1/1/2019 0:00,470889
"San Juan, PR",HR,2/1/2019 0:00,444675
"San Juan, PR",HR,3/1/2019 0:00,497812
"San Juan, PR",HR,4/1/2019 0:00,448699
"San Juan, PR",HR,5/1/2019 0:00,433192
"San Juan, PR",HR,6/1/2019 0:00,356593
"San Juan, PR",HR,7/1/2019 0:00,360919
"San Juan, PR",HR,8/1/2019 0:00,433478
"San Juan, PR",HR,9/1/2019 0:00,442937
"San Juan, PR",HR,10/1/2019 0:00,516308
"San Juan, PR",HR,11/1/2019 0:00,422633
"San Juan, PR",HR,12/1/2019 0:00,406374
"San Juan, PR",HR,1/1/2020 0:00,321809
"San Juan, PR",HR,2/1/2020 0:00,425749
"San Juan, PR",HR,3/1/2020 0:00,200943
"San Juan, PR",HR,4/1/2020 0:00,0
"San Juan, PR",HR,5/1/2020 0:00,0
"San Juan, PR",HR,6/1/2020 0:00,0
"San Juan, PR",HR,7/1/2020 0:00,31619
"San Juan, PR",HR,8/1/2020 0:00,0
"San Juan, PR",HR,9/1/2020 0:00,0
"San Juan, PR",MB,1/1/2019 0:00,372041
"San Juan, PR",MB,2/1/2019 0:00,379258
"San Juan, PR",MB,3/1/2019 0:00,420013
"San Juan, PR",MB,4/1/2019 0:00,388968
"San Juan, PR",MB,5/1/2019 0:00,411064
"San Juan, PR",MB,6/1/2019 0:00,355390
"San Juan, PR",MB,7/1/2019 0:00,352898
"San Juan, PR",MB,8/1/2019 0:00,373783
"San Juan, PR",MB,9/1/2019 0:00,418760
"San Juan, PR",MB,10/1/2019 0:00,396532
"San Juan, PR",MB,11/1/2019 0:00,355852
"San Juan, PR",MB,12/1/2019 0:00,348928
"San Juan, PR",MB,1/1/2020 0:00,310942
"San Juan, PR",MB,2/1/2020 0:00,350170
"San Juan, PR",MB,3/1/2020 0:00,170878
"San Juan, PR",MB,4/1/2020 0:00,0
"San Juan, PR",MB,5/1/2020 0:00,0
"San Juan, PR",MB,6/1/2020 0:00,0
"San Juan, PR",MB,7/1/2020 0:00,14682
"San Juan, PR",MB,8/1/2020 0:00,0
"San Juan, PR",MB,9/1/2020 0:00,0
"San Juan, PR",PB,1/1/2019 0:00,1415494
"San Juan, PR",PB,2/1/2019 0:00,1226323
"San Juan, PR",PB,3/1/2019 0:00,1346076
"San Juan, PR",PB,4/1/2019 0:00,1322386
"San Juan, PR",PB,5/1/2019 0:00,1259164
"San Juan, PR",PB,6/1/2019 0:00,580186
"San Juan, PR",PB,7/1/2019 0:00,873701
"San Juan, PR",PB,8/1/2019 0:00,1247148
"San Juan, PR",PB,9/1/2019 0:00,1152747
"San Juan, PR",PB,10/1/2019 0:00,1268861
"San Juan, PR",PB,11/1/2019 0:00,1104237
"San Juan, PR",PB,12/1/2019 0:00,1140762
"San Juan, PR",PB,1/1/2020 0:00,1123119
"San Juan, PR",PB,2/1/2020 0:00,1121304
"San Juan, PR",PB,3/1/2020 0:00,578409
"San Juan, PR",PB,4/1/2020 0:00,20524
"San Juan, PR",PB,5/1/2020 0:00,20195
"San Juan, PR",PB,6/1/2020 0:00,69185
"San Juan, PR",PB,7/1/2020 0:00,211061
"San Juan, PR",PB,8/1/2020 0:00,216685
"San Juan, PR",PB,9/1/2020 0:00,207714
"San Luis Obispo, CA",DR,1/1/2019 0:00,4455
"San Luis Obispo, CA",DR,2/1/2019 0:00,4858
"San Luis Obispo, CA",DR,3/1/2019 0:00,4959
"San Luis Obispo, CA",DR,4/1/2019 0:00,4772
"San Luis Obispo, CA",DR,5/1/2019 0:00,4973
"San Luis Obispo, CA",DR,6/1/2019 0:00,4083
"San Luis Obispo, CA",DR,7/1/2019 0:00,4278
"San Luis Obispo, CA",DR,8/1/2019 0:00,4873
"San Luis Obispo, CA",DR,9/1/2019 0:00,5202
"San Luis Obispo, CA",DR,10/1/2019 0:00,5831
"San Luis Obispo, CA",DR,11/1/2019 0:00,4456
"San Luis Obispo, CA",DR,12/1/2019 0:00,4229
"San Luis Obispo, CA",DR,1/1/2020 0:00,4592
"San Luis Obispo, CA",DR,2/1/2020 0:00,4660
"San Luis Obispo, CA",DR,3/1/2020 0:00,2554
"San Luis Obispo, CA",DR,4/1/2020 0:00,755
"San Luis Obispo, CA",DR,5/1/2020 0:00,1057
"San Luis Obispo, CA",DR,6/1/2020 0:00,1411
"San Luis Obispo, CA",DR,7/1/2020 0:00,1662
"San Luis Obispo, CA",DR,8/1/2020 0:00,1660
"San Luis Obispo, CA",DR,9/1/2020 0:00,1858
"San Luis Obispo, CA",MB,1/1/2019 0:00,184460
"San Luis Obispo, CA",MB,2/1/2019 0:00,180816
"San Luis Obispo, CA",MB,3/1/2019 0:00,173186
"San Luis Obispo, CA",MB,4/1/2019 0:00,198630
"San Luis Obispo, CA",MB,5/1/2019 0:00,194652
"San Luis Obispo, CA",MB,6/1/2019 0:00,132674
"San Luis Obispo, CA",MB,7/1/2019 0:00,122483
"San Luis Obispo, CA",MB,8/1/2019 0:00,135325
"San Luis Obispo, CA",MB,9/1/2019 0:00,161509
"San Luis Obispo, CA",MB,10/1/2019 0:00,220746
"San Luis Obispo, CA",MB,11/1/2019 0:00,164647
"San Luis Obispo, CA",MB,12/1/2019 0:00,126634
"San Luis Obispo, CA",MB,1/1/2020 0:00,178967
"San Luis Obispo, CA",MB,2/1/2020 0:00,173397
"San Luis Obispo, CA",MB,3/1/2020 0:00,109028
"San Luis Obispo, CA",MB,4/1/2020 0:00,36582
"San Luis Obispo, CA",MB,5/1/2020 0:00,42394
"San Luis Obispo, CA",MB,6/1/2020 0:00,46283
"San Luis Obispo, CA",MB,7/1/2020 0:00,49562
"San Luis Obispo, CA",MB,8/1/2020 0:00,51806
"San Luis Obispo, CA",MB,9/1/2020 0:00,55441
"San Marcos, TX",MB,1/1/2019 0:00,151966
"San Marcos, TX",MB,2/1/2019 0:00,363507
"San Marcos, TX",MB,3/1/2019 0:00,275694
"San Marcos, TX",MB,4/1/2019 0:00,398859
"San Marcos, TX",MB,5/1/2019 0:00,117245
"San Marcos, TX",MB,6/1/2019 0:00,61011
"San Marcos, TX",MB,7/1/2019 0:00,53713
"San Marcos, TX",MB,8/1/2019 0:00,125036
"San Marcos, TX",MB,9/1/2019 0:00,339784
"San Marcos, TX",MB,10/1/2019 0:00,385574
"San Marcos, TX",MB,11/1/2019 0:00,315773
"San Marcos, TX",MB,12/1/2019 0:00,161293
"San Marcos, TX",MB,1/1/2020 0:00,183664
"San Marcos, TX",MB,2/1/2020 0:00,358635
"San Marcos, TX",MB,3/1/2020 0:00,154350
"San Marcos, TX",MB,4/1/2020 0:00,8285
"San Marcos, TX",MB,5/1/2020 0:00,2443
"San Marcos, TX",MB,6/1/2020 0:00,5067
"San Marcos, TX",MB,7/1/2020 0:00,3825
"San Marcos, TX",MB,8/1/2020 0:00,39529
"San Marcos, TX",MB,9/1/2020 0:00,111959
"Santa Barbara, CA",MB,1/1/2019 0:00,561732
"Santa Barbara, CA",MB,2/1/2019 0:00,546543
"Santa Barbara, CA",MB,3/1/2019 0:00,528773
"Santa Barbara, CA",MB,4/1/2019 0:00,636913
"Santa Barbara, CA",MB,5/1/2019 0:00,598036
"Santa Barbara, CA",MB,6/1/2019 0:00,434334
"Santa Barbara, CA",MB,7/1/2019 0:00,451966
"Santa Barbara, CA",MB,8/1/2019 0:00,478885
"Santa Barbara, CA",MB,9/1/2019 0:00,533905
"Santa Barbara, CA",MB,10/1/2019 0:00,729205
"Santa Barbara, CA",MB,11/1/2019 0:00,568707
"Santa Barbara, CA",MB,12/1/2019 0:00,434351
"Santa Barbara, CA",MB,1/1/2020 0:00,609471
"Santa Barbara, CA",MB,2/1/2020 0:00,589173
"Santa Barbara, CA",MB,3/1/2020 0:00,353675
"Santa Barbara, CA",MB,4/1/2020 0:00,114879
"Santa Barbara, CA",MB,5/1/2020 0:00,129445
"Santa Barbara, CA",MB,6/1/2020 0:00,161088
"Santa Barbara, CA",MB,7/1/2020 0:00,173851
"Santa Barbara, CA",MB,8/1/2020 0:00,183310
"Santa Barbara, CA",MB,9/1/2020 0:00,187264
"Santa Clarita, CA",CB,1/1/2019 0:00,35681
"Santa Clarita, CA",CB,2/1/2019 0:00,32766
"Santa Clarita, CA",CB,3/1/2019 0:00,35684
"Santa Clarita, CA",CB,4/1/2019 0:00,38307
"Santa Clarita, CA",CB,5/1/2019 0:00,37321
"Santa Clarita, CA",CB,6/1/2019 0:00,34435
"Santa Clarita, CA",CB,7/1/2019 0:00,36449
"Santa Clarita, CA",CB,8/1/2019 0:00,37725
"Santa Clarita, CA",CB,9/1/2019 0:00,36019
"Santa Clarita, CA",CB,10/1/2019 0:00,38079
"Santa Clarita, CA",CB,11/1/2019 0:00,31827
"Santa Clarita, CA",CB,12/1/2019 0:00,28862
"Santa Clarita, CA",CB,1/1/2020 0:00,35592
"Santa Clarita, CA",CB,2/1/2020 0:00,33786
"Santa Clarita, CA",CB,3/1/2020 0:00,20414
"Santa Clarita, CA",CB,4/1/2020 0:00,8555
"Santa Clarita, CA",CB,5/1/2020 0:00,9646
"Santa Clarita, CA",CB,6/1/2020 0:00,11600
"Santa Clarita, CA",CB,7/1/2020 0:00,11374
"Santa Clarita, CA",CB,8/1/2020 0:00,10622
"Santa Clarita, CA",CB,9/1/2020 0:00,11500
"Santa Clarita, CA",DR,1/1/2019 0:00,9215
"Santa Clarita, CA",DR,2/1/2019 0:00,8671
"Santa Clarita, CA",DR,3/1/2019 0:00,9923
"Santa Clarita, CA",DR,4/1/2019 0:00,10114
"Santa Clarita, CA",DR,5/1/2019 0:00,10645
"Santa Clarita, CA",DR,6/1/2019 0:00,10046
"Santa Clarita, CA",DR,7/1/2019 0:00,10757
"Santa Clarita, CA",DR,8/1/2019 0:00,11362
"Santa Clarita, CA",DR,9/1/2019 0:00,11425
"Santa Clarita, CA",DR,10/1/2019 0:00,11643
"Santa Clarita, CA",DR,11/1/2019 0:00,10363
"Santa Clarita, CA",DR,12/1/2019 0:00,10156
"Santa Clarita, CA",DR,1/1/2020 0:00,10940
"Santa Clarita, CA",DR,2/1/2020 0:00,11088
"Santa Clarita, CA",DR,3/1/2020 0:00,6170
"Santa Clarita, CA",DR,4/1/2020 0:00,1557
"Santa Clarita, CA",DR,5/1/2020 0:00,2278
"Santa Clarita, CA",DR,6/1/2020 0:00,3063
"Santa Clarita, CA",DR,7/1/2020 0:00,3298
"Santa Clarita, CA",DR,8/1/2020 0:00,3538
"Santa Clarita, CA",DR,9/1/2020 0:00,3600
"Santa Clarita, CA",MB,1/1/2019 0:00,157160
"Santa Clarita, CA",MB,2/1/2019 0:00,165144
"Santa Clarita, CA",MB,3/1/2019 0:00,193609
"Santa Clarita, CA",MB,4/1/2019 0:00,189301
"Santa Clarita, CA",MB,5/1/2019 0:00,197416
"Santa Clarita, CA",MB,6/1/2019 0:00,151123
"Santa Clarita, CA",MB,7/1/2019 0:00,152354
"Santa Clarita, CA",MB,8/1/2019 0:00,181934
"Santa Clarita, CA",MB,9/1/2019 0:00,186400
"Santa Clarita, CA",MB,10/1/2019 0:00,193387
"Santa Clarita, CA",MB,11/1/2019 0:00,152801
"Santa Clarita, CA",MB,12/1/2019 0:00,149613
"Santa Clarita, CA",MB,1/1/2020 0:00,160343
"Santa Clarita, CA",MB,2/1/2020 0:00,180909
"Santa Clarita, CA",MB,3/1/2020 0:00,114023
"Santa Clarita, CA",MB,4/1/2020 0:00,64181
"Santa Clarita, CA",MB,5/1/2020 0:00,76196
"Santa Clarita, CA",MB,6/1/2020 0:00,90197
"Santa Clarita, CA",MB,7/1/2020 0:00,98043
"Santa Clarita, CA",MB,8/1/2020 0:00,101345
"Santa Clarita, CA",MB,9/1/2020 0:00,102000
"Santa Cruz, CA",CB,1/1/2019 0:00,21906
"Santa Cruz, CA",CB,2/1/2019 0:00,22807
"Santa Cruz, CA",CB,3/1/2019 0:00,25135
"Santa Cruz, CA",CB,4/1/2019 0:00,25177
"Santa Cruz, CA",CB,5/1/2019 0:00,25848
"Santa Cruz, CA",CB,6/1/2019 0:00,22522
"Santa Cruz, CA",CB,7/1/2019 0:00,22487
"Santa Cruz, CA",CB,8/1/2019 0:00,21955
"Santa Cruz, CA",CB,9/1/2019 0:00,22788
"Santa Cruz, CA",CB,10/1/2019 0:00,26841
"Santa Cruz, CA",CB,11/1/2019 0:00,25647
"Santa Cruz, CA",CB,12/1/2019 0:00,19543
"Santa Cruz, CA",CB,1/1/2020 0:00,22365
"Santa Cruz, CA",CB,2/1/2020 0:00,23297
"Santa Cruz, CA",CB,3/1/2020 0:00,10762
"Santa Cruz, CA",CB,4/1/2020 0:00,1280
"Santa Cruz, CA",CB,5/1/2020 0:00,1180
"Santa Cruz, CA",CB,6/1/2020 0:00,2104
"Santa Cruz, CA",CB,7/1/2020 0:00,2698
"Santa Cruz, CA",CB,8/1/2020 0:00,2893
"Santa Cruz, CA",CB,9/1/2020 0:00,3311
"Santa Cruz, CA",DR,1/1/2019 0:00,5710
"Santa Cruz, CA",DR,2/1/2019 0:00,6066
"Santa Cruz, CA",DR,3/1/2019 0:00,6472
"Santa Cruz, CA",DR,4/1/2019 0:00,6488
"Santa Cruz, CA",DR,5/1/2019 0:00,6398
"Santa Cruz, CA",DR,6/1/2019 0:00,5774
"Santa Cruz, CA",DR,7/1/2019 0:00,5908
"Santa Cruz, CA",DR,8/1/2019 0:00,5985
"Santa Cruz, CA",DR,9/1/2019 0:00,6600
"Santa Cruz, CA",DR,10/1/2019 0:00,7375
"Santa Cruz, CA",DR,11/1/2019 0:00,6472
"Santa Cruz, CA",DR,12/1/2019 0:00,6109
"Santa Cruz, CA",DR,1/1/2020 0:00,5916
"Santa Cruz, CA",DR,2/1/2020 0:00,6120
