OID,metro_area,area_land,area_water,GEOID10,mode,month,trips,classification,lat,lon
13220,"Washington, DC-VA-MD",3424501679,69322336,92242,Streetcar,2019-07,103150,Rail,38.89708124,-77.18932917
13221,"Washington, DC-VA-MD",3424501679,69322336,92242,Streetcar,2019-08,100823,Rail,38.89708124,-77.18932917
13222,"Washington, DC-VA-MD",3424501679,69322336,92242,Streetcar,2019-09,89780,Rail,38.89708124,-77.18932917
13223,"Washington, DC-VA-MD",3424501679,69322336,92242,Streetcar,2019-10,80158,Rail,38.89708124,-77.18932917
13224,"Washington, DC-VA-MD",3424501679,69322336,92242,Streetcar,2019-11,66804,Rail,38.89708124,-77.18932917
13225,"Washington, DC-VA-MD",3424501679,69322336,92242,Streetcar,2019-12,56312,Rail,38.89708124,-77.18932917
13226,"Washington, DC-VA-MD",3424501679,69322336,92242,Streetcar,2020-01,62580,Rail,38.89708124,-77.18932917
13227,"Washington, DC-VA-MD",3424501679,69322336,92242,Streetcar,2020-02,55031,Rail,38.89708124,-77.18932917
13228,"Washington, DC-VA-MD",3424501679,69322336,92242,Streetcar,2020-03,55213,Rail,38.89708124,-77.18932917
13229,"Washington, DC-VA-MD",3424501679,69322336,92242,Streetcar,2020-04,14641,Rail,38.89708124,-77.18932917
13230,"Washington, DC-VA-MD",3424501679,69322336,92242,Streetcar,2020-05,11261,Rail,38.89708124,-77.18932917
13231,"Washington, DC-VA-MD",3424501679,69322336,92242,Streetcar,2020-06,17933,Rail,38.89708124,-77.18932917
13232,"Washington, DC-VA-MD",3424501679,69322336,92242,Streetcar,2020-07,27322,Rail,38.89708124,-77.18932917
13233,"Washington, DC-VA-MD",3424501679,69322336,92242,Streetcar,2020-08,27824,Rail,38.89708124,-77.18932917
13234,"Washington, DC-VA-MD",3424501679,69322336,92242,Streetcar,2020-09,29783,Rail,38.89708124,-77.18932917
13235,"Washington, DC-VA-MD",3424501679,69322336,92242,Vanpool,2019-01,116294,Non-Rail,38.89708124,-77.18932917
13236,"Washington, DC-VA-MD",3424501679,69322336,92242,Vanpool,2019-02,111010,Non-Rail,38.89708124,-77.18932917
13237,"Washington, DC-VA-MD",3424501679,69322336,92242,Vanpool,2019-03,121532,Non-Rail,38.89708124,-77.18932917
13238,"Washington, DC-VA-MD",3424501679,69322336,92242,Vanpool,2019-04,131112,Non-Rail,38.89708124,-77.18932917
13239,"Washington, DC-VA-MD",3424501679,69322336,92242,Vanpool,2019-05,138075,Non-Rail,38.89708124,-77.18932917
13240,"Washington, DC-VA-MD",3424501679,69322336,92242,Vanpool,2019-06,122984,Non-Rail,38.89708124,-77.18932917
13241,"Washington, DC-VA-MD",3424501679,69322336,92242,Vanpool,2019-07,133637,Non-Rail,38.89708124,-77.18932917
13242,"Washington, DC-VA-MD",3424501679,69322336,92242,Vanpool,2019-08,129931,Non-Rail,38.89708124,-77.18932917
13243,"Washington, DC-VA-MD",3424501679,69322336,92242,Vanpool,2019-09,125379,Non-Rail,38.89708124,-77.18932917
13244,"Washington, DC-VA-MD",3424501679,69322336,92242,Vanpool,2019-10,137790,Non-Rail,38.89708124,-77.18932917
13245,"Washington, DC-VA-MD",3424501679,69322336,92242,Vanpool,2019-11,115614,Non-Rail,38.89708124,-77.18932917
13246,"Washington, DC-VA-MD",3424501679,69322336,92242,Vanpool,2019-12,117664,Non-Rail,38.89708124,-77.18932917
13247,"Washington, DC-VA-MD",3424501679,69322336,92242,Vanpool,2020-01,137635,Non-Rail,38.89708124,-77.18932917
13248,"Washington, DC-VA-MD",3424501679,69322336,92242,Vanpool,2020-02,121745,Non-Rail,38.89708124,-77.18932917
13249,"Washington, DC-VA-MD",3424501679,69322336,92242,Vanpool,2020-03,85827,Non-Rail,38.89708124,-77.18932917
13250,"Washington, DC-VA-MD",3424501679,69322336,92242,Vanpool,2020-04,24707,Non-Rail,38.89708124,-77.18932917
13251,"Washington, DC-VA-MD",3424501679,69322336,92242,Vanpool,2020-05,24529,Non-Rail,38.89708124,-77.18932917
13252,"Washington, DC-VA-MD",3424501679,69322336,92242,Vanpool,2020-06,28888,Non-Rail,38.89708124,-77.18932917
13253,"Washington, DC-VA-MD",3424501679,69322336,92242,Vanpool,2020-07,34246,Non-Rail,38.89708124,-77.18932917
13254,"Washington, DC-VA-MD",3424501679,69322336,92242,Vanpool,2020-08,32492,Non-Rail,38.89708124,-77.18932917
13255,"Washington, DC-VA-MD",3424501679,69322336,92242,Vanpool,2020-09,30754,Non-Rail,38.89708124,-77.18932917
13256,"Charleston, WV",254412614,18604683,15481,Demand Response,2019-01,1657,Non-Rail,38.37627203,-81.69964379
13257,"Charleston, WV",254412614,18604683,15481,Demand Response,2019-02,1494,Non-Rail,38.37627203,-81.69964379
13258,"Charleston, WV",254412614,18604683,15481,Demand Response,2019-03,1520,Non-Rail,38.37627203,-81.69964379
13259,"Charleston, WV",254412614,18604683,15481,Demand Response,2019-04,1586,Non-Rail,38.37627203,-81.69964379
13260,"Charleston, WV",254412614,18604683,15481,Demand Response,2019-05,1656,Non-Rail,38.37627203,-81.69964379
13261,"Charleston, WV",254412614,18604683,15481,Demand Response,2019-06,1354,Non-Rail,38.37627203,-81.69964379
13262,"Charleston, WV",254412614,18604683,15481,Demand Response,2019-07,1451,Non-Rail,38.37627203,-81.69964379
13263,"Charleston, WV",254412614,18604683,15481,Demand Response,2019-08,1640,Non-Rail,38.37627203,-81.69964379
13264,"Charleston, WV",254412614,18604683,15481,Demand Response,2019-09,1604,Non-Rail,38.37627203,-81.69964379
13265,"Charleston, WV",254412614,18604683,15481,Demand Response,2019-10,1730,Non-Rail,38.37627203,-81.69964379
13266,"Charleston, WV",254412614,18604683,15481,Demand Response,2019-11,1450,Non-Rail,38.37627203,-81.69964379
13267,"Charleston, WV",254412614,18604683,15481,Demand Response,2019-12,1449,Non-Rail,38.37627203,-81.69964379
13268,"Charleston, WV",254412614,18604683,15481,Demand Response,2020-01,1580,Non-Rail,38.37627203,-81.69964379
13269,"Charleston, WV",254412614,18604683,15481,Demand Response,2020-02,1541,Non-Rail,38.37627203,-81.69964379
13270,"Charleston, WV",254412614,18604683,15481,Demand Response,2020-03,1193,Non-Rail,38.37627203,-81.69964379
13271,"Charleston, WV",254412614,18604683,15481,Demand Response,2020-04,626,Non-Rail,38.37627203,-81.69964379
13272,"Charleston, WV",254412614,18604683,15481,Demand Response,2020-05,820,Non-Rail,38.37627203,-81.69964379
13273,"Charleston, WV",254412614,18604683,15481,Demand Response,2020-06,1099,Non-Rail,38.37627203,-81.69964379
13274,"Charleston, WV",254412614,18604683,15481,Demand Response,2020-07,1172,Non-Rail,38.37627203,-81.69964379
13275,"Charleston, WV",254412614,18604683,15481,Demand Response,2020-08,1254,Non-Rail,38.37627203,-81.69964379
13276,"Charleston, WV",254412614,18604683,15481,Demand Response,2020-09,1317,Non-Rail,38.37627203,-81.69964379
13277,"Charleston, WV",254412614,18604683,15481,Bus,2019-01,126903,Non-Rail,38.37627203,-81.69964379
13278,"Charleston, WV",254412614,18604683,15481,Bus,2019-02,125407,Non-Rail,38.37627203,-81.69964379
13279,"Charleston, WV",254412614,18604683,15481,Bus,2019-03,129025,Non-Rail,38.37627203,-81.69964379
13280,"Charleston, WV",254412614,18604683,15481,Bus,2019-04,138454,Non-Rail,38.37627203,-81.69964379
13281,"Charleston, WV",254412614,18604683,15481,Bus,2019-05,135252,Non-Rail,38.37627203,-81.69964379
13282,"Charleston, WV",254412614,18604683,15481,Bus,2019-06,128010,Non-Rail,38.37627203,-81.69964379
13283,"Charleston, WV",254412614,18604683,15481,Bus,2019-07,137468,Non-Rail,38.37627203,-81.69964379
13284,"Charleston, WV",254412614,18604683,15481,Bus,2019-08,145067,Non-Rail,38.37627203,-81.69964379
13285,"Charleston, WV",254412614,18604683,15481,Bus,2019-09,133756,Non-Rail,38.37627203,-81.69964379
13286,"Charleston, WV",254412614,18604683,15481,Bus,2019-10,143317,Non-Rail,38.37627203,-81.69964379
13287,"Charleston, WV",254412614,18604683,15481,Bus,2019-11,126027,Non-Rail,38.37627203,-81.69964379
13288,"Charleston, WV",254412614,18604683,15481,Bus,2019-12,126908,Non-Rail,38.37627203,-81.69964379
13289,"Charleston, WV",254412614,18604683,15481,Bus,2020-01,127531,Non-Rail,38.37627203,-81.69964379
13290,"Charleston, WV",254412614,18604683,15481,Bus,2020-02,122827,Non-Rail,38.37627203,-81.69964379
13291,"Charleston, WV",254412614,18604683,15481,Bus,2020-03,107035,Non-Rail,38.37627203,-81.69964379
13292,"Charleston, WV",254412614,18604683,15481,Bus,2020-04,62176,Non-Rail,38.37627203,-81.69964379
13293,"Charleston, WV",254412614,18604683,15481,Bus,2020-05,71052,Non-Rail,38.37627203,-81.69964379
13294,"Charleston, WV",254412614,18604683,15481,Bus,2020-06,90570,Non-Rail,38.37627203,-81.69964379
13295,"Charleston, WV",254412614,18604683,15481,Bus,2020-07,82342,Non-Rail,38.37627203,-81.69964379
13296,"Charleston, WV",254412614,18604683,15481,Bus,2020-08,80439,Non-Rail,38.37627203,-81.69964379
13297,"Charleston, WV",254412614,18604683,15481,Bus,2020-09,77109,Non-Rail,38.37627203,-81.69964379
13298,"Concord, CA",525133744,3677066,19504,Demand Response,2019-01,16760,Non-Rail,37.85060906,-122.0083512
13299,"Concord, CA",525133744,3677066,19504,Demand Response,2019-02,15682,Non-Rail,37.85060906,-122.0083512
13300,"Concord, CA",525133744,3677066,19504,Demand Response,2019-03,17148,Non-Rail,37.85060906,-122.0083512
13301,"Concord, CA",525133744,3677066,19504,Demand Response,2019-04,17326,Non-Rail,37.85060906,-122.0083512
13302,"Concord, CA",525133744,3677066,19504,Demand Response,2019-05,17659,Non-Rail,37.85060906,-122.0083512
13303,"Concord, CA",525133744,3677066,19504,Demand Response,2019-06,15190,Non-Rail,37.85060906,-122.0083512
13304,"Concord, CA",525133744,3677066,19504,Demand Response,2019-07,16562,Non-Rail,37.85060906,-122.0083512
13305,"Concord, CA",525133744,3677066,19504,Demand Response,2019-08,17055,Non-Rail,37.85060906,-122.0083512
13306,"Concord, CA",525133744,3677066,19504,Demand Response,2019-09,15886,Non-Rail,37.85060906,-122.0083512
13307,"Concord, CA",525133744,3677066,19504,Demand Response,2019-10,17281,Non-Rail,37.85060906,-122.0083512
13308,"Concord, CA",525133744,3677066,19504,Demand Response,2019-11,14352,Non-Rail,37.85060906,-122.0083512
13309,"Concord, CA",525133744,3677066,19504,Demand Response,2019-12,14621,Non-Rail,37.85060906,-122.0083512
13310,"Concord, CA",525133744,3677066,19504,Demand Response,2020-01,15468,Non-Rail,37.85060906,-122.0083512
13311,"Concord, CA",525133744,3677066,19504,Demand Response,2020-02,14674,Non-Rail,37.85060906,-122.0083512
13312,"Concord, CA",525133744,3677066,19504,Demand Response,2020-03,8896,Non-Rail,37.85060906,-122.0083512
13313,"Concord, CA",525133744,3677066,19504,Demand Response,2020-04,2935,Non-Rail,37.85060906,-122.0083512
13314,"Concord, CA",525133744,3677066,19504,Demand Response,2020-05,3152,Non-Rail,37.85060906,-122.0083512
13315,"Concord, CA",525133744,3677066,19504,Demand Response,2020-06,3697,Non-Rail,37.85060906,-122.0083512
13316,"Concord, CA",525133744,3677066,19504,Demand Response,2020-07,3942,Non-Rail,37.85060906,-122.0083512
13317,"Concord, CA",525133744,3677066,19504,Demand Response,2020-08,4026,Non-Rail,37.85060906,-122.0083512
13318,"Concord, CA",525133744,3677066,19504,Demand Response,2020-09,4183,Non-Rail,37.85060906,-122.0083512
