OID,metro_area,area_land,area_water,GEOID10,mode,month,trips,classification,lat,lon
1145,"Decatur, IL",153201845,7902569,22717,Demand Response,2019-11,1596,Non-Rail,39.84525708,-88.93645219
1146,"Decatur, IL",153201845,7902569,22717,Demand Response,2019-12,1457,Non-Rail,39.84525708,-88.93645219
1147,"Decatur, IL",153201845,7902569,22717,Demand Response,2020-01,1608,Non-Rail,39.84525708,-88.93645219
1148,"Decatur, IL",153201845,7902569,22717,Demand Response,2020-02,1551,Non-Rail,39.84525708,-88.93645219
1149,"Decatur, IL",153201845,7902569,22717,Demand Response,2020-03,1205,Non-Rail,39.84525708,-88.93645219
1150,"Decatur, IL",153201845,7902569,22717,Demand Response,2020-04,756,Non-Rail,39.84525708,-88.93645219
1151,"Decatur, IL",153201845,7902569,22717,Demand Response,2020-05,896,Non-Rail,39.84525708,-88.93645219
1152,"Decatur, IL",153201845,7902569,22717,Demand Response,2020-06,1239,Non-Rail,39.84525708,-88.93645219
1153,"Decatur, IL",153201845,7902569,22717,Demand Response,2020-07,1266,Non-Rail,39.84525708,-88.93645219
1154,"Decatur, IL",153201845,7902569,22717,Demand Response,2020-08,1172,Non-Rail,39.84525708,-88.93645219
1155,"Decatur, IL",153201845,7902569,22717,Demand Response,2020-09,1098,Non-Rail,39.84525708,-88.93645219
1156,"Decatur, IL",153201845,7902569,22717,Bus,2019-01,88267,Non-Rail,39.84525708,-88.93645219
1157,"Decatur, IL",153201845,7902569,22717,Bus,2019-02,88333,Non-Rail,39.84525708,-88.93645219
1158,"Decatur, IL",153201845,7902569,22717,Bus,2019-03,86445,Non-Rail,39.84525708,-88.93645219
1159,"Decatur, IL",153201845,7902569,22717,Bus,2019-04,92525,Non-Rail,39.84525708,-88.93645219
1160,"Decatur, IL",153201845,7902569,22717,Bus,2019-05,92188,Non-Rail,39.84525708,-88.93645219
1161,"Decatur, IL",153201845,7902569,22717,Bus,2019-06,77608,Non-Rail,39.84525708,-88.93645219
1162,"Decatur, IL",153201845,7902569,22717,Bus,2019-07,80902,Non-Rail,39.84525708,-88.93645219
1163,"Decatur, IL",153201845,7902569,22717,Bus,2019-08,97283,Non-Rail,39.84525708,-88.93645219
1164,"Decatur, IL",153201845,7902569,22717,Bus,2019-09,89698,Non-Rail,39.84525708,-88.93645219
1165,"Decatur, IL",153201845,7902569,22717,Bus,2019-10,96666,Non-Rail,39.84525708,-88.93645219
1166,"Decatur, IL",153201845,7902569,22717,Bus,2019-11,84307,Non-Rail,39.84525708,-88.93645219
1167,"Decatur, IL",153201845,7902569,22717,Bus,2019-12,83080,Non-Rail,39.84525708,-88.93645219
1168,"Decatur, IL",153201845,7902569,22717,Bus,2020-01,90451,Non-Rail,39.84525708,-88.93645219
1169,"Decatur, IL",153201845,7902569,22717,Bus,2020-02,82525,Non-Rail,39.84525708,-88.93645219
1170,"Decatur, IL",153201845,7902569,22717,Bus,2020-03,64482,Non-Rail,39.84525708,-88.93645219
1171,"Decatur, IL",153201845,7902569,22717,Bus,2020-04,48833,Non-Rail,39.84525708,-88.93645219
1172,"Decatur, IL",153201845,7902569,22717,Bus,2020-05,52708,Non-Rail,39.84525708,-88.93645219
1173,"Decatur, IL",153201845,7902569,22717,Bus,2020-06,62515,Non-Rail,39.84525708,-88.93645219
1174,"Decatur, IL",153201845,7902569,22717,Bus,2020-07,70445,Non-Rail,39.84525708,-88.93645219
1175,"Decatur, IL",153201845,7902569,22717,Bus,2020-08,73393,Non-Rail,39.84525708,-88.93645219
1176,"Decatur, IL",153201845,7902569,22717,Bus,2020-09,72359,Non-Rail,39.84525708,-88.93645219
1177,"Tucson, AZ",914226679,1936149,88732,Demand Response,2019-01,45454,Non-Rail,32.25456386,-110.9463375
1178,"Tucson, AZ",914226679,1936149,88732,Demand Response,2019-02,41798,Non-Rail,32.25456386,-110.9463375
1179,"Tucson, AZ",914226679,1936149,88732,Demand Response,2019-03,46181,Non-Rail,32.25456386,-110.9463375
1180,"Tucson, AZ",914226679,1936149,88732,Demand Response,2019-04,47033,Non-Rail,32.25456386,-110.9463375
1181,"Tucson, AZ",914226679,1936149,88732,Demand Response,2019-05,46477,Non-Rail,32.25456386,-110.9463375
1182,"Tucson, AZ",914226679,1936149,88732,Demand Response,2019-06,42801,Non-Rail,32.25456386,-110.9463375
1183,"Tucson, AZ",914226679,1936149,88732,Demand Response,2019-07,44813,Non-Rail,32.25456386,-110.9463375
1184,"Tucson, AZ",914226679,1936149,88732,Demand Response,2019-08,46671,Non-Rail,32.25456386,-110.9463375
1185,"Tucson, AZ",914226679,1936149,88732,Demand Response,2019-09,43585,Non-Rail,32.25456386,-110.9463375
1186,"Tucson, AZ",914226679,1936149,88732,Demand Response,2019-10,48016,Non-Rail,32.25456386,-110.9463375
1187,"Tucson, AZ",914226679,1936149,88732,Demand Response,2019-11,41028,Non-Rail,32.25456386,-110.9463375
1188,"Tucson, AZ",914226679,1936149,88732,Demand Response,2019-12,39938,Non-Rail,32.25456386,-110.9463375
1189,"Tucson, AZ",914226679,1936149,88732,Demand Response,2020-01,43422,Non-Rail,32.25456386,-110.9463375
1190,"Tucson, AZ",914226679,1936149,88732,Demand Response,2020-02,40629,Non-Rail,32.25456386,-110.9463375
1191,"Tucson, AZ",914226679,1936149,88732,Demand Response,2020-03,30231,Non-Rail,32.25456386,-110.9463375
1192,"Tucson, AZ",914226679,1936149,88732,Demand Response,2020-04,11152,Non-Rail,32.25456386,-110.9463375
1193,"Tucson, AZ",914226679,1936149,88732,Demand Response,2020-05,14735,Non-Rail,32.25456386,-110.9463375
1194,"Tucson, AZ",914226679,1936149,88732,Demand Response,2020-06,18736,Non-Rail,32.25456386,-110.9463375
1195,"Tucson, AZ",914226679,1936149,88732,Demand Response,2020-07,19235,Non-Rail,32.25456386,-110.9463375
1196,"Tucson, AZ",914226679,1936149,88732,Demand Response,2020-08,20121,Non-Rail,32.25456386,-110.9463375
1197,"Tucson, AZ",914226679,1936149,88732,Demand Response,2020-09,21967,Non-Rail,32.25456386,-110.9463375
1198,"Tucson, AZ",914226679,1936149,88732,Bus,2019-01,1210191,Non-Rail,32.25456386,-110.9463375
1199,"Tucson, AZ",914226679,1936149,88732,Bus,2019-02,1102461,Non-Rail,32.25456386,-110.9463375
1200,"Tucson, AZ",914226679,1936149,88732,Bus,2019-03,1186782,Non-Rail,32.25456386,-110.9463375
1201,"Tucson, AZ",914226679,1936149,88732,Bus,2019-04,1203762,Non-Rail,32.25456386,-110.9463375
1202,"Tucson, AZ",914226679,1936149,88732,Bus,2019-05,1181587,Non-Rail,32.25456386,-110.9463375
1203,"Tucson, AZ",914226679,1936149,88732,Bus,2019-06,1027001,Non-Rail,32.25456386,-110.9463375
1204,"Tucson, AZ",914226679,1936149,88732,Bus,2019-07,1048280,Non-Rail,32.25456386,-110.9463375
1205,"Tucson, AZ",914226679,1936149,88732,Bus,2019-08,1209530,Non-Rail,32.25456386,-110.9463375
1206,"Tucson, AZ",914226679,1936149,88732,Bus,2019-09,1167425,Non-Rail,32.25456386,-110.9463375
1207,"Tucson, AZ",914226679,1936149,88732,Bus,2019-10,1272026,Non-Rail,32.25456386,-110.9463375
1208,"Tucson, AZ",914226679,1936149,88732,Bus,2019-11,1119837,Non-Rail,32.25456386,-110.9463375
1209,"Tucson, AZ",914226679,1936149,88732,Bus,2019-12,1067494,Non-Rail,32.25456386,-110.9463375
1210,"Tucson, AZ",914226679,1936149,88732,Bus,2020-01,1154271,Non-Rail,32.25456386,-110.9463375
1211,"Tucson, AZ",914226679,1936149,88732,Bus,2020-02,1098745,Non-Rail,32.25456386,-110.9463375
1212,"Tucson, AZ",914226679,1936149,88732,Bus,2020-03,901544,Non-Rail,32.25456386,-110.9463375
1213,"Tucson, AZ",914226679,1936149,88732,Bus,2020-04,728889,Non-Rail,32.25456386,-110.9463375
1214,"Tucson, AZ",914226679,1936149,88732,Bus,2020-05,777239,Non-Rail,32.25456386,-110.9463375
1215,"Tucson, AZ",914226679,1936149,88732,Bus,2020-06,801530,Non-Rail,32.25456386,-110.9463375
1216,"Tucson, AZ",914226679,1936149,88732,Bus,2020-07,796241,Non-Rail,32.25456386,-110.9463375
1217,"Tucson, AZ",914226679,1936149,88732,Bus,2020-08,794004,Non-Rail,32.25456386,-110.9463375
1218,"Tucson, AZ",914226679,1936149,88732,Bus,2020-09,788392,Non-Rail,32.25456386,-110.9463375
1219,"Tucson, AZ",914226679,1936149,88732,Streetcar,2019-01,79472,Rail,32.25456386,-110.9463375
1220,"Tucson, AZ",914226679,1936149,88732,Streetcar,2019-02,85734,Rail,32.25456386,-110.9463375
1221,"Tucson, AZ",914226679,1936149,88732,Streetcar,2019-03,88786,Rail,32.25456386,-110.9463375
1222,"Tucson, AZ",914226679,1936149,88732,Streetcar,2019-04,88390,Rail,32.25456386,-110.9463375
1223,"Tucson, AZ",914226679,1936149,88732,Streetcar,2019-05,54573,Rail,32.25456386,-110.9463375
1224,"Tucson, AZ",914226679,1936149,88732,Streetcar,2019-06,39766,Rail,32.25456386,-110.9463375
1225,"Tucson, AZ",914226679,1936149,88732,Streetcar,2019-07,43219,Rail,32.25456386,-110.9463375
1226,"Tucson, AZ",914226679,1936149,88732,Streetcar,2019-08,51765,Rail,32.25456386,-110.9463375
1227,"Tucson, AZ",914226679,1936149,88732,Streetcar,2019-09,86922,Rail,32.25456386,-110.9463375
1228,"Tucson, AZ",914226679,1936149,88732,Streetcar,2019-10,98746,Rail,32.25456386,-110.9463375
1229,"Tucson, AZ",914226679,1936149,88732,Streetcar,2019-11,88975,Rail,32.25456386,-110.9463375
1230,"Tucson, AZ",914226679,1936149,88732,Streetcar,2019-12,66794,Rail,32.25456386,-110.9463375
1231,"Tucson, AZ",914226679,1936149,88732,Streetcar,2020-01,69741,Rail,32.25456386,-110.9463375
1232,"Tucson, AZ",914226679,1936149,88732,Streetcar,2020-02,88121,Rail,32.25456386,-110.9463375
1233,"Tucson, AZ",914226679,1936149,88732,Streetcar,2020-03,41289,Rail,32.25456386,-110.9463375
1234,"Tucson, AZ",914226679,1936149,88732,Streetcar,2020-04,15189,Rail,32.25456386,-110.9463375
1235,"Tucson, AZ",914226679,1936149,88732,Streetcar,2020-05,15440,Rail,32.25456386,-110.9463375
1236,"Tucson, AZ",914226679,1936149,88732,Streetcar,2020-06,16061,Rail,32.25456386,-110.9463375
1237,"Tucson, AZ",914226679,1936149,88732,Streetcar,2020-07,15993,Rail,32.25456386,-110.9463375
1238,"Tucson, AZ",914226679,1936149,88732,Streetcar,2020-08,20984,Rail,32.25456386,-110.9463375
1239,"Tucson, AZ",914226679,1936149,88732,Streetcar,2020-09,25296,Rail,32.25456386,-110.9463375
1240,"Tucson, AZ",914226679,1936149,88732,Vanpool,2019-01,5947,Non-Rail,32.25456386,-110.9463375
1241,"Tucson, AZ",914226679,1936149,88732,Vanpool,2019-02,4917,Non-Rail,32.25456386,-110.9463375
1242,"Tucson, AZ",914226679,1936149,88732,Vanpool,2019-03,5528,Non-Rail,32.25456386,-110.9463375
1243,"Tucson, AZ",914226679,1936149,88732,Vanpool,2019-04,5400,Non-Rail,32.25456386,-110.9463375
1244,"Tucson, AZ",914226679,1936149,88732,Vanpool,2019-05,5493,Non-Rail,32.25456386,-110.9463375
1245,"Tucson, AZ",914226679,1936149,88732,Vanpool,2019-06,4494,Non-Rail,32.25456386,-110.9463375
1246,"Tucson, AZ",914226679,1936149,88732,Vanpool,2019-07,5613,Non-Rail,32.25456386,-110.9463375
1247,"Tucson, AZ",914226679,1936149,88732,Vanpool,2019-08,5025,Non-Rail,32.25456386,-110.9463375
1248,"Tucson, AZ",914226679,1936149,88732,Vanpool,2019-09,4577,Non-Rail,32.25456386,-110.9463375
1249,"Tucson, AZ",914226679,1936149,88732,Vanpool,2019-10,4559,Non-Rail,32.25456386,-110.9463375
1250,"Tucson, AZ",914226679,1936149,88732,Vanpool,2019-11,3962,Non-Rail,32.25456386,-110.9463375
1251,"Tucson, AZ",914226679,1936149,88732,Vanpool,2019-12,3845,Non-Rail,32.25456386,-110.9463375
1252,"Tucson, AZ",914226679,1936149,88732,Vanpool,2020-01,4415,Non-Rail,32.25456386,-110.9463375
1253,"Tucson, AZ",914226679,1936149,88732,Vanpool,2020-02,4169,Non-Rail,32.25456386,-110.9463375
1254,"Tucson, AZ",914226679,1936149,88732,Vanpool,2020-03,4198,Non-Rail,32.25456386,-110.9463375
1255,"Tucson, AZ",914226679,1936149,88732,Vanpool,2020-04,2931,Non-Rail,32.25456386,-110.9463375
1256,"Tucson, AZ",914226679,1936149,88732,Vanpool,2020-05,3230,Non-Rail,32.25456386,-110.9463375
1257,"Tucson, AZ",914226679,1936149,88732,Vanpool,2020-06,2943,Non-Rail,32.25456386,-110.9463375
1258,"Tucson, AZ",914226679,1936149,88732,Vanpool,2020-07,3126,Non-Rail,32.25456386,-110.9463375
1259,"Tucson, AZ",914226679,1936149,88732,Vanpool,2020-08,2854,Non-Rail,32.25456386,-110.9463375
1260,"Tucson, AZ",914226679,1936149,88732,Vanpool,2020-09,2660,Non-Rail,32.25456386,-110.9463375
1261,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Commuter Bus,2019-01,32230,Non-Rail,33.98669058,-117.3443898
1262,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Commuter Bus,2019-02,29777,Non-Rail,33.98669058,-117.3443898
1263,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Commuter Bus,2019-03,32150,Non-Rail,33.98669058,-117.3443898
1264,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Commuter Bus,2019-04,34999,Non-Rail,33.98669058,-117.3443898
1265,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Commuter Bus,2019-05,35640,Non-Rail,33.98669058,-117.3443898
1266,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Commuter Bus,2019-06,32659,Non-Rail,33.98669058,-117.3443898
1267,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Commuter Bus,2019-07,34716,Non-Rail,33.98669058,-117.3443898
1268,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Commuter Bus,2019-08,34391,Non-Rail,33.98669058,-117.3443898
1269,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Commuter Bus,2019-09,32610,Non-Rail,33.98669058,-117.3443898
1270,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Commuter Bus,2019-10,40293,Non-Rail,33.98669058,-117.3443898
1271,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Commuter Bus,2019-11,33358,Non-Rail,33.98669058,-117.3443898
1272,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Commuter Bus,2019-12,28965,Non-Rail,33.98669058,-117.3443898
1273,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Commuter Bus,2020-01,35751,Non-Rail,33.98669058,-117.3443898
1274,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Commuter Bus,2020-02,34818,Non-Rail,33.98669058,-117.3443898
1275,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Commuter Bus,2020-03,22608,Non-Rail,33.98669058,-117.3443898
1276,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Commuter Bus,2020-04,6729,Non-Rail,33.98669058,-117.3443898
1277,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Commuter Bus,2020-05,7916,Non-Rail,33.98669058,-117.3443898
1278,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Commuter Bus,2020-06,8942,Non-Rail,33.98669058,-117.3443898
1279,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Commuter Bus,2020-07,10503,Non-Rail,33.98669058,-117.3443898
1280,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Commuter Bus,2020-08,9992,Non-Rail,33.98669058,-117.3443898
1281,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Commuter Bus,2020-09,9916,Non-Rail,33.98669058,-117.3443898
1282,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Demand Response,2019-01,76144,Non-Rail,33.98669058,-117.3443898
1283,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Demand Response,2019-02,69256,Non-Rail,33.98669058,-117.3443898
1284,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Demand Response,2019-03,76064,Non-Rail,33.98669058,-117.3443898
1285,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Demand Response,2019-04,77519,Non-Rail,33.98669058,-117.3443898
1286,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Demand Response,2019-05,77962,Non-Rail,33.98669058,-117.3443898
1287,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Demand Response,2019-06,71080,Non-Rail,33.98669058,-117.3443898
1288,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Demand Response,2019-07,71519,Non-Rail,33.98669058,-117.3443898
1289,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Demand Response,2019-08,73953,Non-Rail,33.98669058,-117.3443898
1290,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Demand Response,2019-09,68830,Non-Rail,33.98669058,-117.3443898
1291,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Demand Response,2019-10,76754,Non-Rail,33.98669058,-117.3443898
1292,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Demand Response,2019-11,64469,Non-Rail,33.98669058,-117.3443898
1293,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Demand Response,2019-12,63872,Non-Rail,33.98669058,-117.3443898
1294,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Demand Response,2020-01,69744,Non-Rail,33.98669058,-117.3443898
1295,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Demand Response,2020-02,65774,Non-Rail,33.98669058,-117.3443898
1296,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Demand Response,2020-03,39709,Non-Rail,33.98669058,-117.3443898
1297,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Demand Response,2020-04,8967,Non-Rail,33.98669058,-117.3443898
1298,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Demand Response,2020-05,10960,Non-Rail,33.98669058,-117.3443898
1299,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Demand Response,2020-06,13091,Non-Rail,33.98669058,-117.3443898
1300,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Demand Response,2020-07,13846,Non-Rail,33.98669058,-117.3443898
1301,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Demand Response,2020-08,13762,Non-Rail,33.98669058,-117.3443898
1302,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Demand Response,2020-09,14793,Non-Rail,33.98669058,-117.3443898
1303,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Bus,2019-01,1490953,Non-Rail,33.98669058,-117.3443898
1304,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Bus,2019-02,1391278,Non-Rail,33.98669058,-117.3443898
1305,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Bus,2019-03,1535952,Non-Rail,33.98669058,-117.3443898
1306,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Bus,2019-04,1631544,Non-Rail,33.98669058,-117.3443898
1307,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Bus,2019-05,1616521,Non-Rail,33.98669058,-117.3443898
1308,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Bus,2019-06,1409913,Non-Rail,33.98669058,-117.3443898
1309,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Bus,2019-07,1423238,Non-Rail,33.98669058,-117.3443898
1310,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Bus,2019-08,1606596,Non-Rail,33.98669058,-117.3443898
1311,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Bus,2019-09,1560664,Non-Rail,33.98669058,-117.3443898
1312,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Bus,2019-10,1819698,Non-Rail,33.98669058,-117.3443898
1313,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Bus,2019-11,1503594,Non-Rail,33.98669058,-117.3443898
1314,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Bus,2019-12,1372383,Non-Rail,33.98669058,-117.3443898
1315,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Bus,2020-01,1549752,Non-Rail,33.98669058,-117.3443898
1316,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Bus,2020-02,1499897,Non-Rail,33.98669058,-117.3443898
1317,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Bus,2020-03,1058802,Non-Rail,33.98669058,-117.3443898
1318,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Bus,2020-04,522620,Non-Rail,33.98669058,-117.3443898
1319,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Bus,2020-05,622945,Non-Rail,33.98669058,-117.3443898
1320,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Bus,2020-06,609846,Non-Rail,33.98669058,-117.3443898
1321,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Bus,2020-07,633468,Non-Rail,33.98669058,-117.3443898
1322,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Bus,2020-08,589229,Non-Rail,33.98669058,-117.3443898
1323,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Bus,2020-09,570133,Non-Rail,33.98669058,-117.3443898
1324,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Vanpool,2019-01,19986,Non-Rail,33.98669058,-117.3443898
1325,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Vanpool,2019-02,19227,Non-Rail,33.98669058,-117.3443898
1326,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Vanpool,2019-03,20382,Non-Rail,33.98669058,-117.3443898
1327,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Vanpool,2019-04,22003,Non-Rail,33.98669058,-117.3443898
1328,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Vanpool,2019-05,22622,Non-Rail,33.98669058,-117.3443898
1329,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Vanpool,2019-06,20369,Non-Rail,33.98669058,-117.3443898
1330,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Vanpool,2019-07,23047,Non-Rail,33.98669058,-117.3443898
1331,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Vanpool,2019-08,24349,Non-Rail,33.98669058,-117.3443898
1332,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Vanpool,2019-09,23802,Non-Rail,33.98669058,-117.3443898
1333,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Vanpool,2019-10,27207,Non-Rail,33.98669058,-117.3443898
1334,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Vanpool,2019-11,23329,Non-Rail,33.98669058,-117.3443898
1335,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Vanpool,2019-12,24214,Non-Rail,33.98669058,-117.3443898
1336,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Vanpool,2020-01,28332,Non-Rail,33.98669058,-117.3443898
1337,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Vanpool,2020-02,26640,Non-Rail,33.98669058,-117.3443898
1338,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Vanpool,2020-03,22590,Non-Rail,33.98669058,-117.3443898
1339,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Vanpool,2020-04,12911,Non-Rail,33.98669058,-117.3443898
1340,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Vanpool,2020-05,12133,Non-Rail,33.98669058,-117.3443898
1341,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Vanpool,2020-06,14606,Non-Rail,33.98669058,-117.3443898
1342,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Vanpool,2020-07,13360,Non-Rail,33.98669058,-117.3443898
1343,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Vanpool,2020-08,13506,Non-Rail,33.98669058,-117.3443898
1344,"Riverside-San Bernardino, CA",1412874647,6736799,75340,Vanpool,2020-09,13063,Non-Rail,33.98669058,-117.3443898
1345,"Greensboro, NC",479940780,10634270,35164,Commuter Bus,2019-01,39440,Non-Rail,36.09448947,-79.84385618
1346,"Greensboro, NC",479940780,10634270,35164,Commuter Bus,2019-02,37782,Non-Rail,36.09448947,-79.84385618
1347,"Greensboro, NC",479940780,10634270,35164,Commuter Bus,2019-03,39106,Non-Rail,36.09448947,-79.84385618
1348,"Greensboro, NC",479940780,10634270,35164,Commuter Bus,2019-04,38330,Non-Rail,36.09448947,-79.84385618
1349,"Greensboro, NC",479940780,10634270,35164,Commuter Bus,2019-05,38956,Non-Rail,36.09448947,-79.84385618
1350,"Greensboro, NC",479940780,10634270,35164,Commuter Bus,2019-06,36305,Non-Rail,36.09448947,-79.84385618
1351,"Greensboro, NC",479940780,10634270,35164,Commuter Bus,2019-07,38794,Non-Rail,36.09448947,-79.84385618
1352,"Greensboro, NC",479940780,10634270,35164,Commuter Bus,2019-08,39533,Non-Rail,36.09448947,-79.84385618
1353,"Greensboro, NC",479940780,10634270,35164,Commuter Bus,2019-09,37175,Non-Rail,36.09448947,-79.84385618
1354,"Greensboro, NC",479940780,10634270,35164,Commuter Bus,2019-10,43321,Non-Rail,36.09448947,-79.84385618
1355,"Greensboro, NC",479940780,10634270,35164,Commuter Bus,2019-11,36046,Non-Rail,36.09448947,-79.84385618
1356,"Greensboro, NC",479940780,10634270,35164,Commuter Bus,2019-12,34152,Non-Rail,36.09448947,-79.84385618
1357,"Greensboro, NC",479940780,10634270,35164,Commuter Bus,2020-01,37443,Non-Rail,36.09448947,-79.84385618
1358,"Greensboro, NC",479940780,10634270,35164,Commuter Bus,2020-02,34796,Non-Rail,36.09448947,-79.84385618
1359,"Greensboro, NC",479940780,10634270,35164,Commuter Bus,2020-03,32310,Non-Rail,36.09448947,-79.84385618
1360,"Greensboro, NC",479940780,10634270,35164,Commuter Bus,2020-04,10710,Non-Rail,36.09448947,-79.84385618
1361,"Greensboro, NC",479940780,10634270,35164,Commuter Bus,2020-05,6674,Non-Rail,36.09448947,-79.84385618
1362,"Greensboro, NC",479940780,10634270,35164,Commuter Bus,2020-06,11396,Non-Rail,36.09448947,-79.84385618
1363,"Greensboro, NC",479940780,10634270,35164,Commuter Bus,2020-07,15724,Non-Rail,36.09448947,-79.84385618
1364,"Greensboro, NC",479940780,10634270,35164,Commuter Bus,2020-08,17807,Non-Rail,36.09448947,-79.84385618
1365,"Greensboro, NC",479940780,10634270,35164,Commuter Bus,2020-09,19671,Non-Rail,36.09448947,-79.84385618
1366,"Greensboro, NC",479940780,10634270,35164,Demand Response,2019-01,23401,Non-Rail,36.09448947,-79.84385618
1367,"Greensboro, NC",479940780,10634270,35164,Demand Response,2019-02,22886,Non-Rail,36.09448947,-79.84385618
1368,"Greensboro, NC",479940780,10634270,35164,Demand Response,2019-03,24438,Non-Rail,36.09448947,-79.84385618
1369,"Greensboro, NC",479940780,10634270,35164,Demand Response,2019-04,24280,Non-Rail,36.09448947,-79.84385618
1370,"Greensboro, NC",479940780,10634270,35164,Demand Response,2019-05,24570,Non-Rail,36.09448947,-79.84385618
1371,"Greensboro, NC",479940780,10634270,35164,Demand Response,2019-06,22740,Non-Rail,36.09448947,-79.84385618
1372,"Greensboro, NC",479940780,10634270,35164,Demand Response,2019-07,23816,Non-Rail,36.09448947,-79.84385618
1373,"Greensboro, NC",479940780,10634270,35164,Demand Response,2019-08,24437,Non-Rail,36.09448947,-79.84385618
1374,"Greensboro, NC",479940780,10634270,35164,Demand Response,2019-09,23637,Non-Rail,36.09448947,-79.84385618
1375,"Greensboro, NC",479940780,10634270,35164,Demand Response,2019-10,26498,Non-Rail,36.09448947,-79.84385618
1376,"Greensboro, NC",479940780,10634270,35164,Demand Response,2019-11,22497,Non-Rail,36.09448947,-79.84385618
